,country,date,daily_vaccinations,vaccines,polynomial_regression,knn,mean
1080,Romania,12/29/2020,712.0,Pfizer/BioNTech,712,712,712
1081,Romania,12/30/2020,1800.0,Pfizer/BioNTech,1800,1800,1800
1082,Romania,12/31/2020,2741.0,Pfizer/BioNTech,2741,2741,2741
1083,Romania,1/1/2021,2398.0,Pfizer/BioNTech,2398,2398,2398
1084,Romania,1/2/2021,2235.0,Pfizer/BioNTech,2235,2235,2235
1085,Romania,1/3/2021,1922.0,Pfizer/BioNTech,1922,1922,1922
1086,Romania,1/4/2021,3349.0,Pfizer/BioNTech,3349,3349,3349
1087,Romania,1/5/2021,5547.0,Pfizer/BioNTech,5547,5547,5547
1088,Romania,1/6/2021,7555.0,Pfizer/BioNTech,7555,7555,7555
1089,Romania,1/7/2021,9444.0,Pfizer/BioNTech,9444,9444,9444
1090,Romania,1/8/2021,11579.0,Pfizer/BioNTech,11579,11579,11579
1091,Romania,1/9/2021,12723.0,Pfizer/BioNTech,12723,12723,12723
1092,Romania,1/10/2021,13528.0,Pfizer/BioNTech,13528,13528,13528
1093,Romania,1/11/2021,14240.0,Pfizer/BioNTech,14240,14240,14240
1094,Romania,1/12/2021,14120.0,Pfizer/BioNTech,14120,14120,14120
1095,Romania,1/13/2021,13673.0,Pfizer/BioNTech,13673,13673,13673
1096,Romania,1/14/2021,13030.0,Pfizer/BioNTech,13030,13030,13030
1097,Romania,1/15/2021,12995.0,Pfizer/BioNTech,12995,12995,12995
1098,Romania,1/16/2021,13398.0,Pfizer/BioNTech,13398,13398,13398
1099,Romania,1/17/2021,13824.0,Pfizer/BioNTech,13824,13824,13824
1100,Romania,1/18/2021,15721.0,Pfizer/BioNTech,15721,15721,15721
1101,Romania,1/19/2021,18514.0,Pfizer/BioNTech,18514,18514,18514
1102,Romania,1/20/2021,22017.0,Pfizer/BioNTech,22017,22017,22017
1103,Romania,1/21/2021,25783.0,Pfizer/BioNTech,25783,25783,25783
1104,Romania,1/22/2021,28895.0,Pfizer/BioNTech,28895,28895,28895
1105,Romania,1/23/2021,31828.0,Pfizer/BioNTech,31828,31828,31828
1106,Romania,1/24/2021,34461.0,Pfizer/BioNTech,34461,34461,34461
1107,Romania,1/25/2021,35627.0,Pfizer/BioNTech,35627,35627,35627
1108,Russia,12/15/2020,,Sputnik V,0,3035,31966
1109,Russia,12/16/2020,3357.0,Sputnik V,3357,3357,3357
1110,Russia,12/17/2020,3357.0,Sputnik V,3357,3357,3357
1111,Russia,12/18/2020,3357.0,Sputnik V,3357,3357,3357
1112,Russia,12/19/2020,3357.0,Sputnik V,3357,3357,3357
1113,Russia,12/20/2020,3357.0,Sputnik V,3357,3357,3357
1114,Russia,12/21/2020,3357.0,Sputnik V,3357,3357,3357
1115,Russia,12/22/2020,3357.0,Sputnik V,3357,3357,3357
1116,Russia,12/23/2020,12592.0,Sputnik V,12592,12592,12592
1117,Russia,12/24/2020,21827.0,Sputnik V,21827,21827,21827
1118,Russia,12/25/2020,31061.0,Sputnik V,31061,31061,31061
1119,Russia,12/26/2020,40296.0,Sputnik V,40296,40296,40296
1120,Russia,12/27/2020,49531.0,Sputnik V,49531,49531,49531
1121,Russia,12/28/2020,58765.0,Sputnik V,58765,58765,58765
1122,Russia,12/29/2020,68000.0,Sputnik V,68000,68000,68000
1123,Russia,12/30/2020,68000.0,Sputnik V,68000,68000,68000
1124,Russia,12/31/2020,68000.0,Sputnik V,68000,68000,68000
1125,Russia,1/1/2021,68000.0,Sputnik V,68000,68000,68000
1126,Russia,1/2/2021,68000.0,Sputnik V,68000,68000,68000
1127,Russia,1/3/2021,60883.0,Sputnik V,60883,60883,60883
1128,Russia,1/4/2021,53766.0,Sputnik V,53766,53766,53766
1129,Russia,1/5/2021,46649.0,Sputnik V,46649,46649,46649
1130,Russia,1/6/2021,39532.0,Sputnik V,39532,39532,39532
1131,Russia,1/7/2021,32416.0,Sputnik V,32416,32416,32416
1132,Russia,1/8/2021,25299.0,Sputnik V,25299,25299,25299
1133,Russia,1/9/2021,18182.0,Sputnik V,18182,18182,18182
1134,Russia,1/10/2021,18182.0,Sputnik V,18182,18182,18182
1135,Russia,1/11/2021,18182.0,Sputnik V,18182,18182,18182
1136,Russia,1/12/2021,18182.0,Sputnik V,18182,18182,18182
1137,Russia,1/13/2021,18182.0,Sputnik V,18182,18182,18182
1138,Saudi Arabia,1/6/2021,,Pfizer/BioNTech,39440,18824,19245
1139,Saudi Arabia,1/7/2021,37862.0,Pfizer/BioNTech,37862,37862,37862
1140,Saudi Arabia,1/8/2021,23990.0,Pfizer/BioNTech,23990,23990,23990
1141,Saudi Arabia,1/9/2021,19366.0,Pfizer/BioNTech,19366,19366,19366
1142,Saudi Arabia,1/10/2021,17055.0,Pfizer/BioNTech,17055,17055,17055
1143,Saudi Arabia,1/11/2021,15667.0,Pfizer/BioNTech,15667,15667,15667
1144,Saudi Arabia,1/12/2021,16312.0,Pfizer/BioNTech,16312,16312,16312
1145,Saudi Arabia,1/13/2021,16772.0,Pfizer/BioNTech,16772,16772,16772
1146,Saudi Arabia,1/14/2021,14153.0,Pfizer/BioNTech,14153,14153,14153
1147,Saudi Arabia,1/15/2021,15498.0,Pfizer/BioNTech,15498,15498,15498
1148,Saudi Arabia,1/16/2021,16843.0,Pfizer/BioNTech,16843,16843,16843
1149,Saudi Arabia,1/17/2021,18187.0,Pfizer/BioNTech,18187,18187,18187
1150,Scotland,12/13/2020,,"Oxford/AstraZeneca, Pfizer/BioNTech",8768,3479,8542
1151,Scotland,12/14/2020,5821.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5821,5821,5821
1152,Scotland,12/15/2020,5821.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5821,5821,5821
1153,Scotland,12/16/2020,5821.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5821,5821,5821
1154,Scotland,12/17/2020,5821.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5821,5821,5821
1155,Scotland,12/18/2020,5821.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5821,5821,5821
1156,Scotland,12/19/2020,5821.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5821,5821,5821
1157,Scotland,12/20/2020,5821.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5821,5821,5821
1158,Scotland,12/21/2020,5690.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5690,5690,5690
1159,Scotland,12/22/2020,5558.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5558,5558,5558
1160,Scotland,12/23/2020,5426.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5426,5426,5426
1161,Scotland,12/24/2020,5295.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5295,5295,5295
1162,Scotland,12/25/2020,5163.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5163,5163,5163
1163,Scotland,12/26/2020,5031.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5031,5031,5031
1164,Scotland,12/27/2020,4899.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4899,4899,4899
1165,Scotland,12/28/2020,4635.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4635,4635,4635
1166,Scotland,12/29/2020,4370.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4370,4370,4370
1167,Scotland,12/30/2020,4105.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4105,4105,4105
1168,Scotland,12/31/2020,3841.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3841,3841,3841
1169,Scotland,1/1/2021,3576.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3576,3576,3576
1170,Scotland,1/2/2021,3312.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3312,3312,3312
1171,Scotland,1/3/2021,3047.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3047,3047,3047
1172,Scotland,1/4/2021,3650.0,"Oxford/AstraZeneca, Pfizer/BioNTech",3650,3650,3650
1173,Scotland,1/5/2021,4254.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4254,4254,4254
1174,Scotland,1/6/2021,4858.0,"Oxford/AstraZeneca, Pfizer/BioNTech",4858,4858,4858
1175,Scotland,1/7/2021,5461.0,"Oxford/AstraZeneca, Pfizer/BioNTech",5461,5461,5461
1176,Scotland,1/8/2021,6065.0,"Oxford/AstraZeneca, Pfizer/BioNTech",6065,6065,6065
1177,Scotland,1/9/2021,6668.0,"Oxford/AstraZeneca, Pfizer/BioNTech",6668,6668,6668
1178,Scotland,1/10/2021,7272.0,"Oxford/AstraZeneca, Pfizer/BioNTech",7272,7272,7272
1179,Scotland,1/11/2021,8042.0,"Oxford/AstraZeneca, Pfizer/BioNTech",8042,8042,8042
1180,Scotland,1/12/2021,9311.0,"Oxford/AstraZeneca, Pfizer/BioNTech",9311,9311,9311
1181,Scotland,1/13/2021,10621.0,"Oxford/AstraZeneca, Pfizer/BioNTech",10621,10621,10621
1182,Scotland,1/14/2021,11979.0,"Oxford/AstraZeneca, Pfizer/BioNTech",11979,11979,11979
1183,Scotland,1/15/2021,12869.0,"Oxford/AstraZeneca, Pfizer/BioNTech",12869,12869,12869
1184,Scotland,1/16/2021,13760.0,"Oxford/AstraZeneca, Pfizer/BioNTech",13760,13760,13760
1185,Scotland,1/17/2021,14651.0,"Oxford/AstraZeneca, Pfizer/BioNTech",14651,14651,14651
1186,Scotland,1/18/2021,15667.0,"Oxford/AstraZeneca, Pfizer/BioNTech",15667,15667,15667
1187,Scotland,1/19/2021,17018.0,"Oxford/AstraZeneca, Pfizer/BioNTech",17018,17018,17018
1188,Scotland,1/20/2021,18277.0,"Oxford/AstraZeneca, Pfizer/BioNTech",18277,18277,18277
1189,Scotland,1/21/2021,19282.0,"Oxford/AstraZeneca, Pfizer/BioNTech",19282,19282,19282
1190,Scotland,1/22/2021,20597.0,"Oxford/AstraZeneca, Pfizer/BioNTech",20597,20597,20597
1191,Scotland,1/23/2021,22034.0,"Oxford/AstraZeneca, Pfizer/BioNTech",22034,22034,22034
1192,Scotland,1/24/2021,21750.0,"Oxford/AstraZeneca, Pfizer/BioNTech",21750,21750,21750
1193,Serbia,1/8/2021,,"Pfizer/BioNTech, Sinopharm, Sputnik V",6567,10402,7623
1194,Serbia,1/9/2021,1150.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",1150,1150,1150
1195,Serbia,1/10/2021,1150.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",1150,1150,1150
1196,Serbia,1/11/2021,1503.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",1503,1503,1503
1197,Serbia,1/12/2021,1680.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",1680,1680,1680
1198,Serbia,1/13/2021,1785.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",1785,1785,1785
1199,Serbia,1/14/2021,1856.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",1856,1856,1856
1200,Serbia,1/15/2021,2221.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",2221,2221,2221
1201,Serbia,1/16/2021,2687.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",2687,2687,2687
1202,Serbia,1/17/2021,3153.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",3153,3153,3153
1203,Serbia,1/18/2021,3468.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",3468,3468,3468
1204,Serbia,1/19/2021,3783.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",3783,3783,3783
1205,Serbia,1/20/2021,4098.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",4098,4098,4098
1206,Serbia,1/21/2021,9528.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",9528,9528,9528
1207,Serbia,1/22/2021,13880.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",13880,13880,13880
1208,Serbia,1/23/2021,19485.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",19485,19485,19485
1209,Serbia,1/24/2021,26632.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",26632,26632,26632
1210,Serbia,1/25/2021,31534.0,"Pfizer/BioNTech, Sinopharm, Sputnik V",31534,31534,31534
1211,Seychelles,1/9/2021,,Sinopharm,285,11298,1053
1212,Seychelles,1/10/2021,500.0,Sinopharm,500,500,500
1213,Seychelles,1/11/2021,500.0,Sinopharm,500,500,500
1214,Seychelles,1/12/2021,500.0,Sinopharm,500,500,500
1215,Seychelles,1/13/2021,500.0,Sinopharm,500,500,500
1216,Seychelles,1/14/2021,600.0,Sinopharm,600,600,600
1217,Seychelles,1/15/2021,667.0,Sinopharm,667,667,667
1218,Seychelles,1/16/2021,1000.0,Sinopharm,1000,1000,1000
1219,Seychelles,1/17/2021,1118.0,Sinopharm,1118,1118,1118
1220,Seychelles,1/18/2021,1236.0,Sinopharm,1236,1236,1236
1221,Seychelles,1/19/2021,1354.0,Sinopharm,1354,1354,1354
1222,Seychelles,1/20/2021,1595.0,Sinopharm,1595,1595,1595
1223,Seychelles,1/21/2021,1718.0,Sinopharm,1718,1718,1718
1224,Seychelles,1/22/2021,1841.0,Sinopharm,1841,1841,1841
1225,Seychelles,1/23/2021,1622.0,Sinopharm,1622,1622,1622
1226,Singapore,1/11/2021,,Pfizer/BioNTech,2675,5318,4771
1227,Singapore,1/12/2021,2800.0,Pfizer/BioNTech,2800,2800,2800
1228,Singapore,1/13/2021,4090.0,Pfizer/BioNTech,4090,4090,4090
1229,Singapore,1/14/2021,4520.0,Pfizer/BioNTech,4520,4520,4520
1230,Singapore,1/15/2021,4735.0,Pfizer/BioNTech,4735,4735,4735
1231,Singapore,1/16/2021,4864.0,Pfizer/BioNTech,4864,4864,4864
1232,Singapore,1/17/2021,4950.0,Pfizer/BioNTech,4950,4950,4950
1233,Singapore,1/18/2021,5011.0,Pfizer/BioNTech,5011,5011,5011
1234,Singapore,1/19/2021,5380.0,Pfizer/BioNTech,5380,5380,5380
1235,Singapore,1/20/2021,5380.0,Pfizer/BioNTech,5380,5380,5380
1236,Singapore,1/21/2021,5380.0,Pfizer/BioNTech,5380,5380,5380
1237,Singapore,1/22/2021,5380.0,Pfizer/BioNTech,5380,5380,5380
1238,Slovakia,1/4/2021,,Pfizer/BioNTech,1469,1792,4849
1239,Slovakia,1/5/2021,425.0,Pfizer/BioNTech,425,425,425
1240,Slovakia,1/6/2021,3309.0,Pfizer/BioNTech,3309,3309,3309
1241,Slovakia,1/7/2021,4544.0,Pfizer/BioNTech,4544,4544,4544
1242,Slovakia,1/8/2021,5137.0,Pfizer/BioNTech,5137,5137,5137
1243,Slovakia,1/9/2021,4456.0,Pfizer/BioNTech,4456,4456,4456
1244,Slovakia,1/10/2021,4221.0,Pfizer/BioNTech,4221,4221,4221
1245,Slovakia,1/11/2021,4174.0,Pfizer/BioNTech,4174,4174,4174
1246,Slovakia,1/12/2021,5616.0,Pfizer/BioNTech,5616,5616,5616
1247,Slovakia,1/13/2021,5661.0,Pfizer/BioNTech,5661,5661,5661
1248,Slovakia,1/14/2021,5685.0,Pfizer/BioNTech,5685,5685,5685
1249,Slovakia,1/15/2021,5744.0,Pfizer/BioNTech,5744,5744,5744
1250,Slovakia,1/16/2021,5669.0,Pfizer/BioNTech,5669,5669,5669
1251,Slovakia,1/17/2021,5241.0,Pfizer/BioNTech,5241,5241,5241
1252,Slovakia,1/18/2021,5968.0,Pfizer/BioNTech,5968,5968,5968
1253,Slovakia,1/19/2021,5473.0,Pfizer/BioNTech,5473,5473,5473
1254,Slovakia,1/20/2021,5585.0,Pfizer/BioNTech,5585,5585,5585
1255,Slovakia,1/21/2021,5535.0,Pfizer/BioNTech,5535,5535,5535
1256,Slovenia,1/3/2021,,Pfizer/BioNTech,1194,4047,2377
1257,Slovenia,1/4/2021,1270.0,Pfizer/BioNTech,1270,1270,1270
1258,Slovenia,1/5/2021,1484.0,Pfizer/BioNTech,1484,1484,1484
1259,Slovenia,1/6/2021,2110.0,Pfizer/BioNTech,2110,2110,2110
1260,Slovenia,1/7/2021,2601.0,Pfizer/BioNTech,2601,2601,2601
1261,Slovenia,1/8/2021,2718.0,Pfizer/BioNTech,2718,2718,2718
1262,Slovenia,1/9/2021,2333.0,Pfizer/BioNTech,2333,2333,2333
1263,Slovenia,1/10/2021,2087.0,Pfizer/BioNTech,2087,2087,2087
1264,Slovenia,1/11/2021,2183.0,Pfizer/BioNTech,2183,2183,2183
1265,Slovenia,1/12/2021,2223.0,Pfizer/BioNTech,2223,2223,2223
1266,Slovenia,1/13/2021,2471.0,Pfizer/BioNTech,2471,2471,2471
1267,Slovenia,1/14/2021,2689.0,Pfizer/BioNTech,2689,2689,2689
1268,Slovenia,1/15/2021,3036.0,Pfizer/BioNTech,3036,3036,3036
1269,Slovenia,1/16/2021,3073.0,Pfizer/BioNTech,3073,3073,3073
1270,Slovenia,1/17/2021,3070.0,Pfizer/BioNTech,3070,3070,3070
1271,Slovenia,1/18/2021,2942.0,Pfizer/BioNTech,2942,2942,2942
1272,Slovenia,1/19/2021,2772.0,Pfizer/BioNTech,2772,2772,2772
1273,Slovenia,1/20/2021,2415.0,Pfizer/BioNTech,2415,2415,2415
1274,Slovenia,1/21/2021,2420.0,Pfizer/BioNTech,2420,2420,2420
1275,Slovenia,1/22/2021,2009.0,Pfizer/BioNTech,2009,2009,2009
1276,Slovenia,1/23/2021,2034.0,Pfizer/BioNTech,2034,2034,2034
1277,Slovenia,1/24/2021,1992.0,Pfizer/BioNTech,1992,1992,1992
1278,Spain,1/4/2021,,"Moderna, Pfizer/BioNTech",35481,38279,56747
1279,Spain,1/5/2021,56505.0,"Moderna, Pfizer/BioNTech",56505,56505,56505
1280,Spain,1/6/2021,45248.0,"Moderna, Pfizer/BioNTech",45248,45248,45248
1281,Spain,1/7/2021,41496.0,"Moderna, Pfizer/BioNTech",41496,41496,41496
1282,Spain,1/8/2021,48786.0,"Moderna, Pfizer/BioNTech",48786,48786,48786
1283,Spain,1/9/2021,47569.0,"Moderna, Pfizer/BioNTech",47569,47569,47569
1284,Spain,1/10/2021,46759.0,"Moderna, Pfizer/BioNTech",46759,46759,46759
1285,Spain,1/11/2021,46180.0,"Moderna, Pfizer/BioNTech",46180,46180,46180
1286,Spain,1/12/2021,49826.0,"Moderna, Pfizer/BioNTech",49826,49826,49826
1287,Spain,1/13/2021,58330.0,"Moderna, Pfizer/BioNTech",58330,58330,58330
1288,Spain,1/14/2021,66980.0,"Moderna, Pfizer/BioNTech",66980,66980,66980
1289,Spain,1/15/2021,70139.0,"Moderna, Pfizer/BioNTech",70139,70139,70139
1290,Spain,1/16/2021,70181.0,"Moderna, Pfizer/BioNTech",70181,70181,70181
1291,Spain,1/17/2021,70223.0,"Moderna, Pfizer/BioNTech",70223,70223,70223
1292,Spain,1/18/2021,70264.0,"Moderna, Pfizer/BioNTech",70264,70264,70264
1293,Spain,1/19/2021,68282.0,"Moderna, Pfizer/BioNTech",68282,68282,68282
1294,Spain,1/20/2021,63471.0,"Moderna, Pfizer/BioNTech",63471,63471,63471
1295,Spain,1/21/2021,61016.0,"Moderna, Pfizer/BioNTech",61016,61016,61016
1296,Spain,1/22/2021,56696.0,"Moderna, Pfizer/BioNTech",56696,56696,56696
1297,Spain,1/23/2021,53971.0,"Moderna, Pfizer/BioNTech",53971,53971,53971
1298,Spain,1/24/2021,51247.0,"Moderna, Pfizer/BioNTech",51247,51247,51247
1299,Spain,1/25/2021,48522.0,"Moderna, Pfizer/BioNTech",48522,48522,48522
1300,Sweden,12/27/2020,,Pfizer/BioNTech,3474,2228,5970
1301,Sweden,12/28/2020,3859.0,Pfizer/BioNTech,3859,3859,3859
1302,Sweden,12/29/2020,3859.0,Pfizer/BioNTech,3859,3859,3859
1303,Sweden,12/30/2020,3859.0,Pfizer/BioNTech,3859,3859,3859
1304,Sweden,12/31/2020,3859.0,Pfizer/BioNTech,3859,3859,3859
1305,Sweden,1/1/2021,3859.0,Pfizer/BioNTech,3859,3859,3859
1306,Sweden,1/2/2021,3859.0,Pfizer/BioNTech,3859,3859,3859
1307,Sweden,1/3/2021,3859.0,Pfizer/BioNTech,3859,3859,3859
1308,Sweden,1/4/2021,4294.0,Pfizer/BioNTech,4294,4294,4294
1309,Sweden,1/5/2021,4729.0,Pfizer/BioNTech,4729,4729,4729
1310,Sweden,1/6/2021,5165.0,Pfizer/BioNTech,5165,5165,5165
1311,Sweden,1/7/2021,5600.0,Pfizer/BioNTech,5600,5600,5600
1312,Sweden,1/8/2021,6035.0,Pfizer/BioNTech,6035,6035,6035
1313,Sweden,1/9/2021,6470.0,Pfizer/BioNTech,6470,6470,6470
1314,Sweden,1/10/2021,6905.0,Pfizer/BioNTech,6905,6905,6905
1315,Sweden,1/11/2021,7292.0,Pfizer/BioNTech,7292,7292,7292
1316,Sweden,1/12/2021,7680.0,Pfizer/BioNTech,7680,7680,7680
1317,Sweden,1/13/2021,8067.0,Pfizer/BioNTech,8067,8067,8067
1318,Sweden,1/14/2021,8454.0,Pfizer/BioNTech,8454,8454,8454
1319,Sweden,1/15/2021,8841.0,Pfizer/BioNTech,8841,8841,8841
1320,Sweden,1/16/2021,9228.0,Pfizer/BioNTech,9228,9228,9228
1321,Sweden,1/17/2021,9616.0,Pfizer/BioNTech,9616,9616,9616
1322,Switzerland,12/23/2020,,Pfizer/BioNTech,5033,39034,4111
1323,Switzerland,12/24/2020,3000.0,Pfizer/BioNTech,3000,3000,3000
1324,Switzerland,12/25/2020,3000.0,Pfizer/BioNTech,3000,3000,3000
1325,Switzerland,12/26/2020,3000.0,Pfizer/BioNTech,3000,3000,3000
1326,Switzerland,12/27/2020,3000.0,Pfizer/BioNTech,3000,3000,3000
1327,Switzerland,12/28/2020,3000.0,Pfizer/BioNTech,3000,3000,3000
1328,Switzerland,12/29/2020,3000.0,Pfizer/BioNTech,3000,3000,3000
1329,Switzerland,12/30/2020,3000.0,Pfizer/BioNTech,3000,3000,3000
1330,Switzerland,12/31/2020,3000.0,Pfizer/BioNTech,3000,3000,3000
1331,Switzerland,1/1/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1332,Switzerland,1/2/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1333,Switzerland,1/3/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1334,Switzerland,1/4/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1335,Switzerland,1/5/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1336,Switzerland,1/6/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1337,Switzerland,1/7/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1338,Switzerland,1/8/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1339,Switzerland,1/9/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1340,Switzerland,1/10/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1341,Switzerland,1/11/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1342,Switzerland,1/12/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1343,Switzerland,1/13/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1344,Switzerland,1/14/2021,3000.0,Pfizer/BioNTech,3000,3000,3000
1345,Switzerland,1/15/2021,3829.0,Pfizer/BioNTech,3829,3829,3829
1346,Switzerland,1/16/2021,4657.0,Pfizer/BioNTech,4657,4657,4657
1347,Switzerland,1/17/2021,5486.0,Pfizer/BioNTech,5486,5486,5486
1348,Switzerland,1/18/2021,6314.0,Pfizer/BioNTech,6314,6314,6314
1349,Switzerland,1/19/2021,7143.0,Pfizer/BioNTech,7143,7143,7143
1350,Switzerland,1/20/2021,10984.0,Pfizer/BioNTech,10984,10984,10984
1351,Switzerland,1/21/2021,14826.0,Pfizer/BioNTech,14826,14826,14826
1352,Turkey,1/13/2021,,Sinovac,336689,132699,157642
1353,Turkey,1/14/2021,279452.0,Sinovac,279452,279452,279452
1354,Turkey,1/15/2021,308326.0,Sinovac,308326,308326,308326
1355,Turkey,1/16/2021,225634.0,Sinovac,225634,225634,225634
1356,Turkey,1/17/2021,176613.0,Sinovac,176613,176613,176613
1357,Turkey,1/18/2021,166482.0,Sinovac,166482,166482,166482
1358,Turkey,1/19/2021,158439.0,Sinovac,158439,158439,158439
1359,Turkey,1/20/2021,150356.0,Sinovac,150356,150356,150356
1360,Turkey,1/21/2021,120115.0,Sinovac,120115,120115,120115
1361,Turkey,1/22/2021,83651.0,Sinovac,83651,83651,83651
1362,Turkey,1/23/2021,78569.0,Sinovac,78569,78569,78569
1363,Turkey,1/24/2021,76886.0,Sinovac,76886,76886,76886
1364,Turkey,1/25/2021,67192.0,Sinovac,67192,67192,67192
1365,United Arab Emirates,1/5/2021,,"Pfizer/BioNTech, Sinopharm",0,7258,80793
1366,United Arab Emirates,1/6/2021,30698.0,"Pfizer/BioNTech, Sinopharm",30698,30698,30698
1367,United Arab Emirates,1/7/2021,30698.0,"Pfizer/BioNTech, Sinopharm",30698,30698,30698
1368,United Arab Emirates,1/8/2021,38418.0,"Pfizer/BioNTech, Sinopharm",38418,38418,38418
1369,United Arab Emirates,1/9/2021,48512.0,"Pfizer/BioNTech, Sinopharm",48512,48512,48512
1370,United Arab Emirates,1/10/2021,52053.0,"Pfizer/BioNTech, Sinopharm",52053,52053,52053
1371,United Arab Emirates,1/11/2021,56825.0,"Pfizer/BioNTech, Sinopharm",56825,56825,56825
1372,United Arab Emirates,1/12/2021,64193.0,"Pfizer/BioNTech, Sinopharm",64193,64193,64193
1373,United Arab Emirates,1/13/2021,76797.0,"Pfizer/BioNTech, Sinopharm",76797,76797,76797
1374,United Arab Emirates,1/14/2021,91448.0,"Pfizer/BioNTech, Sinopharm",91448,91448,91448
1375,United Arab Emirates,1/15/2021,103490.0,"Pfizer/BioNTech, Sinopharm",103490,103490,103490
1376,United Arab Emirates,1/16/2021,111082.0,"Pfizer/BioNTech, Sinopharm",111082,111082,111082
1377,United Arab Emirates,1/17/2021,113744.0,"Pfizer/BioNTech, Sinopharm",113744,113744,113744
1378,United Arab Emirates,1/18/2021,114896.0,"Pfizer/BioNTech, Sinopharm",114896,114896,114896
1379,United Arab Emirates,1/19/2021,112816.0,"Pfizer/BioNTech, Sinopharm",112816,112816,112816
1380,United Arab Emirates,1/20/2021,109510.0,"Pfizer/BioNTech, Sinopharm",109510,109510,109510
1381,United Arab Emirates,1/21/2021,102605.0,"Pfizer/BioNTech, Sinopharm",102605,102605,102605
1382,United Arab Emirates,1/22/2021,96156.0,"Pfizer/BioNTech, Sinopharm",96156,96156,96156
1383,United Arab Emirates,1/23/2021,89839.0,"Pfizer/BioNTech, Sinopharm",89839,89839,89839
1384,United Arab Emirates,1/24/2021,86430.0,"Pfizer/BioNTech, Sinopharm",86430,86430,86430
1385,United Arab Emirates,1/25/2021,85653.0,"Pfizer/BioNTech, Sinopharm",85653,85653,85653
1386,United Kingdom,12/20/2020,,"Oxford/AstraZeneca, Pfizer/BioNTech",34995,11683,153395
1387,United Kingdom,12/21/2020,46423.0,"Oxford/AstraZeneca, Pfizer/BioNTech",46423,46423,46423
1388,United Kingdom,12/22/2020,46423.0,"Oxford/AstraZeneca, Pfizer/BioNTech",46423,46423,46423
1389,United Kingdom,12/23/2020,46423.0,"Oxford/AstraZeneca, Pfizer/BioNTech",46423,46423,46423
1390,United Kingdom,12/24/2020,46423.0,"Oxford/AstraZeneca, Pfizer/BioNTech",46423,46423,46423
1391,United Kingdom,12/25/2020,46423.0,"Oxford/AstraZeneca, Pfizer/BioNTech",46423,46423,46423
1392,United Kingdom,12/26/2020,46423.0,"Oxford/AstraZeneca, Pfizer/BioNTech",46423,46423,46423
1393,United Kingdom,12/27/2020,46423.0,"Oxford/AstraZeneca, Pfizer/BioNTech",46423,46423,46423
